7/25/2022,ACAP Early Education Services,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Page 1 of 1,Unnamed: 24,Unnamed: 25
,,15,+/-,"?
0.2",-,"?
0.1","?
0.1","?
0.1","?
0.1","?
0.2","?
0.1","?
0.3","?
0.1","?
0.1",-,"?
0.2","?
0.3",,"?
0.1","?
0.3","?
0.1",-,,"?
0.3","?
2.2"
ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,,,,,,,,,,,,,,,,,,,,,,,,,
2330's Family,,2330,1,5,4,3,5,3,5,5,3,3,5,3,4,4,4,,4,3,3,3,,3,72
,,,2,5,4,3,5,3,5,5,3,3,5,5,4,4,4,,4,3,3,3,,3,74
,,,+/-,-,-,-,-,-,-,-,-,-,-,"?
2",-,-,-,,-,-,-,-,,-,"?
2"
2055's Family,,2055,1,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,3,4,4,3,,3,66
,,,2,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,4,4,4,3,,3,67
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,"?
1",-,-,-,,-,"?
1"
2334's Family,,2334,1,4,4,3,5,3,5,4,3,5,4,5,4,3,3,,4,4,4,4,,3,74
,,,2,5,4,3,5,4,4,5,3,4,5,5,5,3,4,,5,4,4,4,,3,79
,,,+/-,"?
1",-,-,-,"?
1","?
1","?
1",-,"?
1","?
1",-,"?
1",-,"?
1",,"?
1",-,-,-,,-,"?
5"
2334's Family,,2334,1,4,4,3,5,3,5,4,3,5,4,5,4,3,3,,4,4,4,4,,3,74
,,,2,5,4,3,5,4,4,5,3,4,5,5,5,3,4,,5,4,4,4,,3,79
,,,+/-,"?
1",-,-,-,"?
1","?
1","?
1",-,"?
1","?
1",-,"?
1",-,"?
1",,"?
1",-,-,-,,-,"?
5"
2348's Family,,2348,1,4,5,3,5,3,4,4,3,4,4,5,4,4,3,,4,4,3,3,,3,72
,,,2,4,5,3,5,3,4,4,3,3,4,5,4,4,3,,4,3,3,3,,2,69
,,,+/-,-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,,-,"?
1",-,-,,"?
1","?
3"
Classroom Average - Part Day Head Start 4 yr,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,4.3,4,3,5,3,4.5,4,3,4,4.3,4,4,3.5,3.3,,3.8,3.8,3.5,3.3,,3,71
,,4,2,4.5,4,3,5,3.3,4.3,4.3,3,3.5,4.5,4.5,4.3,3.5,3.5,,4.3,3.5,3.5,3.3,,2.8,72.3
,,4,+/-,"?
0.3",-,-,-,"?
0.3","?
0.3","?
0.3",-,"?
0.5","?
0.3","?
0.5","?
0.3",-,"?
0.3",,"?
0.5","?
0.3",-,-,,"?
0.3","?
1.3"
Site Average - Fort Kent Early Education Servic,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,4.3,4,3,5,3,4.5,4,3,4,4.3,4,4,3.5,3.3,,3.8,3.8,3.5,3.3,,3,71
,,4,2,4.5,4,3,5,3.3,4.3,4.3,3,3.5,4.5,4.5,4.3,3.5,3.5,,4.3,3.5,3.5,3.3,,2.8,72.3
,,4,+/-,"?
0.3",-,-,-,"?
0.3","?
0.3","?
0.3",-,"?
0.5","?
0.3","?
0.5","?
0.3",-,"?
0.3",,"?
0.5","?
0.3",-,-,,"?
0.3","?
1.3"
ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
1829's Family,,1829,1,4,4,3,4,3,4,5,3,3,4,4,4,2,3,,4,4,3,4,,2,67
,,,2,4,4,4,4,3,4,5,3,3,4,4,4,2,3,,4,4,3,4,,2,68
,,,+/-,-,-,"?
1",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
1969's Family,,1969,1,5,4,3,4,4,3,4,3,4,4,5,4,4,3,,4,4,3,2,,2,69
,,,2,5,4,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,73
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",-,-,"?
1",,-,-,"?
1","?
1",,"?
1","?
4"
2043's Family,,2043,1,3,3,3,3,2,3,4,2,3,3,3,3,3,3,,3,3,3,2,,2,54
,,,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3,,4,3,3,2,,2,56
,,,+/-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,-,,"?
1",-,-,-,,-,"?
2"
1984's Family,,1984,1,3,4,3,4,3,3,4,3,3,4,3,4,4,3,,4,3,4,4,,2,65
,,,2,3,4,3,4,2,2,5,3,4,4,4,4,2,3,,4,3,4,3,,2,63
,,,+/-,-,-,-,-,"?
1","?
1","?
1",-,"?
1",-,"?
1",-,"?
2",-,,-,-,-,"?
1",,-,"?
2"
2142's Family,,2142,1,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,2,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
1514's Family,,1514,1,4,4,3,4,2,3,4,3,4,4,4,4,3,2,,4,4,4,4,,3,67
,,,2,4,4,4,4,3,5,5,4,4,5,5,4,3,3,,5,4,4,5,,3,78
,,,+/-,-,-,"?
1",-,"?
1","?
2","?
1","?
1",-,"?
1","?
1",-,-,"?
1",,"?
1",-,-,"?
1",,-,"?
11"
2222's Family,,2222,1,5,5,4,5,4,5,5,5,5,5,4,4,5,4,,4,4,5,4,,3,85
,,,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,,4,4,4,4,,4,78
,,,+/-,"?
1","?
1",-,-,-,"?
1",-,"?
1","?
1","?
1",-,-,"?
1",-,,-,-,"?
1",-,,"?
1","?
7"
1328's Family,,1328,1,5,4,3,5,4,4,4,3,4,4,4,4,4,4,,4,4,4,4,,3,75
,,,2,5,4,3,5,4,4,4,3,4,4,3,4,3,4,,4,4,4,5,,3,74
,,,+/-,-,-,-,-,-,-,-,-,-,-,"?
1",-,"?
1",-,,-,-,-,"?
1",,-,"?
1"
1990's Family,,1990,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,,3,2,3,3,,2,53
,,,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,,3,3,3,3,,2,55
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,-,-,-,-,,-,"?
1",-,-,,-,"?
2"
Classroom Average - AM Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,9,1,4.1,3.9,3.2,3.8,3.1,3.4,4.3,3.2,3.7,3.9,3.8,3.8,3.6,3.1,,3.8,3.6,3.7,3.4,,2.4,67.8
,,9,2,4,3.8,3.4,3.8,3.1,3.7,4.6,3.3,3.7,3.9,3.8,3.8,3.1,3.3,,4,3.7,3.7,3.7,,2.7,68.9
,,9,+/-,"?
0.1","?
0.1","?
0.2",-,-,"?
0.2","?
0.2","?
0.1",-,-,-,-,"?
0.4","?
0.2",,"?
0.2","?
0.1",-,"?
0.2",,"?
0.2","?
1.1"
ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,,,,,,,,,,,,,,,,,,,,,,,,,
2211's Family,,2211,1,3,5,3,5,4,3,4,3,4,4,4,3,4,3,,4,4,4,4,,2,70
,,,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,,4,4,3,3,,3,73
,,,+/-,"?
2","?
1",-,"?
1",-,"?
1",-,-,"?
1",-,-,"?
1",-,"?
1",,-,-,"?
1","?
1",,"?
1","?
3"
1446's Family,,1446,1,3,4,2,4,3,4,4,3,4,4,4,4,3,3,,3,3,3,3,,2,63
,,,2,3,4,3,5,4,4,3,3,3,4,4,4,3,4,,4,4,3,3,,3,68
,,,+/-,-,-,"?
1","?
1","?
1",-,"?
1",-,"?
1",-,-,-,-,"?
1",,"?
1","?
1",-,-,,"?
1","?
5"
2144's Family,,2144,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,,3,4,4,3,,2,61
,,,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,,4,4,3,3,,3,67
,,,+/-,-,-,-,-,"?
2",-,-,-,"?
1",-,"?
1","?
1","?
1","?
1",,"?
1",-,"?
1",-,,"?
1","?
6"
1075's Family,,1075,1,3,3,3,3,3,3,4,3,3,4,3,4,2,3,,3,3,3,3,,2,58
,,,2,3,3,3,3,3,3,4,3,3,4,3,4,2,3,,3,3,3,3,,2,58
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
1847's Family,,1847,1,4,4,3,4,4,4,4,3,4,4,4,3,3,3,,4,4,4,3,,3,69
,,,2,3,3,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,70
,,,+/-,"?
1","?
1",-,-,-,-,-,-,-,-,-,"?
1","?
1","?
1",,-,-,-,-,,-,"?
1"
2345's Family,,2345,1,4,4,4,5,4,4,5,5,4,5,5,5,5,4,,5,5,5,5,,4,87
,,,2,4,4,4,5,4,4,5,5,4,5,5,5,5,4,,5,5,5,5,,4,87
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
2343's Family,,2343,1,4,4,4,4,3,4,5,5,4,4,4,4,3,3,,3,3,4,4,,3,72
,,,2,4,4,4,4,3,4,5,5,4,4,4,4,3,4,,4,4,4,4,,3,75
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,"?
1",,"?
1","?
1",-,-,,-,"?
3"
2328's Family,,2328,1,5,4,4,4,4,4,4,3,4,4,4,4,4,3,,4,4,4,4,,2,73
,,,2,5,4,5,5,4,4,4,4,4,5,3,4,4,4,,4,4,4,3,,3,77
,,,+/-,-,-,"?
1","?
1",-,-,-,"?
1",-,"?
1","?
1",-,-,"?
1",,-,-,-,"?
1",,"?
1","?
4"
Classroom Average - Collaboration HS Full-Day,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,8,1,3.6,4,3.3,4.1,3.4,3.6,4.3,3.5,3.9,4,3.9,3.8,3.4,3.1,,3.6,3.8,3.9,3.6,,2.5,69.1
,,8,2,3.8,3.8,3.5,4.3,3.8,3.8,4.1,3.6,3.8,4.1,3.9,4.1,3.6,3.9,,4,4,3.6,3.4,,3,71.9
,,8,+/-,"?
0.1","?
0.3","?
0.3","?
0.1","?
0.4","?
0.1","?
0.1","?
0.1","?
0.1","?
0.1",-,"?
0.4","?
0.3","?
0.8",,"?
0.4","?
0.3","?
0.3","?
0.3",,"?
0.5","?
2.8"
ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,,,,,,,,,,,,,,,,,,,,,,,,,
2141's Family,,2141,1,4,3,3,4,4,4,5,3,3,3,4,4,4,3,,3,3,4,3,,3,67
,,,2,4,3,3,4,2,2,4,3,3,4,3,3,3,3,,3,2,3,4,,2,58
,,,+/-,-,-,-,-,"?
2","?
2","?
1",-,-,"?
1","?
1","?
1","?
1",-,,-,"?
1","?
1","?
1",,"?
1","?
9"
1422's Family,,1422,1,3,4,3,4,3,4,4,2,4,3,4,4,2,3,,3,3,4,3,,2,62
,,,2,3,4,3,4,3,4,4,2,4,3,4,4,2,3,,3,3,4,3,,2,62
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
1070's Family,,1070,1,4,4,4,3,2,3,4,4,4,4,4,3,3,3,,3,3,3,3,,4,65
,,,2,4,4,4,3,2,4,4,4,4,4,4,4,3,3,,3,3,3,3,,4,67
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,-,"?
1",-,-,,-,-,-,-,,-,"?
2"
2150's Family,,2150,1,4,3,3,1,1,2,3,2,2,3,3,2,1,2,,2,3,2,2,,1,42
,,,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,,2,3,3,2,,1,48
,,,+/-,"?
1",-,-,"?
1","?
1",-,-,"?
1","?
1",-,-,"?
1","?
1",-,,-,-,"?
1",-,,-,"?
6"
1882's Family,,1882,1,5,4,3,4,4,3,4,2,4,4,5,4,4,3,,4,4,4,3,,2,70
,,,2,5,4,3,4,4,4,4,3,4,4,4,4,3,3,,4,4,4,3,,3,71
,,,+/-,-,-,-,-,-,"?
1",-,"?
1",-,-,"?
1",-,"?
1",-,,-,-,-,-,,"?
1","?
1"
1906's Family,,1906,1,4,3,3,4,4,3,5,3,3,3,5,4,3,3,,3,3,4,3,,2,65
,,,2,3,4,3,5,4,4,4,4,3,4,4,4,4,3,,4,4,3,4,,3,71
,,,+/-,"?
1","?
1",-,"?
1",-,"?
1","?
1","?
1",-,"?
1","?
1",-,"?
1",-,,"?
1","?
1","?
1","?
1",,"?
1","?
6"
2343's Family,,2343,1,4,4,4,4,3,4,5,5,4,4,4,4,3,3,,3,3,4,4,,3,72
,,,2,4,4,4,4,3,4,5,5,4,4,4,4,3,4,,4,4,4,4,,3,75
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,"?
1",,"?
1","?
1",-,-,,-,"?
3"
2251's Family,,2251,1,4,3,3,3,3,3,3,3,3,3,3,3,2,3,,3,3,3,2,,2,55
,,,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,,3,3,3,2,,2,55
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
2316's Family,,2316,1,2,4,3,2,3,3,4,3,3,3,4,4,1,3,,3,3,4,2,,2,56
,,,2,2,4,3,4,3,3,4,4,4,4,3,4,1,3,,4,4,4,3,,3,64
,,,+/-,-,-,-,"?
2",-,-,-,"?
1","?
1","?
1","?
1",-,-,-,,"?
1","?
1",-,"?
1",,"?
1","?
8"
2144's Family,,2144,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,,3,4,4,3,,2,61
,,,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,,4,4,3,3,,3,67
,,,+/-,-,-,-,-,"?
2",-,-,-,"?
1",-,"?
1","?
1","?
1","?
1",,"?
1",-,"?
1",-,,"?
1","?
6"
1990's Family,,1990,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,,3,2,3,3,,2,53
,,,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,,3,3,3,3,,2,55
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,-,-,-,-,,-,"?
1",-,-,,-,"?
2"
Classroom Average - EHS 1,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,11,1,3.7,3.5,3.2,3.1,2.8,3.1,4.1,3.1,3.4,3.2,3.8,3.5,2.6,2.9,,3,3.1,3.5,2.8,,2.3,60.7
,,11,2,3.5,3.6,3.2,3.5,2.9,3.3,3.9,3.5,3.5,3.5,3.5,3.6,2.7,3.1,,3.4,3.4,3.4,3.1,,2.5,63
,,11,+/-,"?
0.2","?
0.1",-,"?
0.4","?
0.1","?
0.2","?
0.2","?
0.4","?
0.1","?
0.3","?
0.3","?
0.2","?
0.1","?
0.2",,"?
0.4","?
0.3","?
0.2","?
0.3",,"?
0.3","?
2.3"
ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,,,,,,,,,,,,,,,,,,,,,,,,,
2144's Family,,2144,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,,3,4,4,3,,2,61
,,,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,,4,4,3,3,,3,67
,,,+/-,-,-,-,-,"?
2",-,-,-,"?
1",-,"?
1","?
1","?
1","?
1",,"?
1",-,"?
1",-,,"?
1","?
6"
2222's Family,,2222,1,5,5,4,5,4,5,5,5,5,5,4,4,5,4,,4,4,5,4,,3,85
,,,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,,4,4,4,4,,4,78
,,,+/-,"?
1","?
1",-,-,-,"?
1",-,"?
1","?
1","?
1",-,-,"?
1",-,,-,-,"?
1",-,,"?
1","?
7"
2259's Family,,2259,1,5,4,3,4,4,3,4,4,4,4,4,4,4,3,,3,3,4,3,,2,69
,,,2,3,3,3,3,1,3,5,3,4,4,4,3,3,3,,3,4,4,2,,3,61
,,,+/-,"?
2","?
1",-,"?
1","?
3",-,"?
1","?
1",-,-,-,"?
1","?
1",-,,-,"?
1",-,"?
1",,"?
1","?
8"
2259's Family,,2259,1,5,4,3,4,4,3,4,4,4,4,4,4,4,3,,3,3,4,3,,2,69
,,,2,3,3,3,3,1,3,5,3,4,4,4,3,3,3,,3,4,4,2,,3,61
,,,+/-,"?
2","?
1",-,"?
1","?
3",-,"?
1","?
1",-,-,-,"?
1","?
1",-,,-,"?
1",-,"?
1",,"?
1","?
8"
2311's Family,,2311,1,4,4,4,4,3,3,5,3,4,4,3,3,3,3,,3,3,4,2,,2,64
,,,2,4,4,4,4,3,3,5,4,4,4,3,3,3,3,,3,3,4,2,,2,65
,,,+/-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
1328's Family,,1328,1,5,4,3,5,4,4,4,3,4,4,4,4,4,4,,4,4,4,4,,3,75
,,,2,5,4,3,5,4,4,4,3,4,4,3,4,3,4,,4,4,4,5,,3,74
,,,+/-,-,-,-,-,-,-,-,-,-,-,"?
1",-,"?
1",-,,-,-,-,"?
1",,-,"?
1"
2311's Family,,2311,1,4,4,4,4,3,3,5,3,4,4,3,3,3,3,,3,3,4,2,,2,64
,,,2,4,4,4,4,3,3,5,4,4,4,3,3,3,3,,3,3,4,2,,2,65
,,,+/-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
1990's Family,,1990,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,,3,2,3,3,,2,53
,,,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,,3,3,3,3,,2,55
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,-,-,-,-,,-,"?
1",-,-,,-,"?
2"
Classroom Average - EHS 2,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,6,1,4.3,4,3.3,3.8,3.2,3.3,4.3,3.7,4,3.7,3.5,3.5,3.7,3.3,,3.3,3.3,4,3.2,,2.3,67.8
,,6,2,3.8,3.7,3.3,3.7,3,3.3,4.5,3.5,3.7,3.5,3.5,3.5,3.3,3.5,,3.5,3.7,3.7,3.2,,2.8,66.7
,,6,+/-,"?
0.5","?
0.3",-,"?
0.2","?
0.2",-,"?
0.2","?
0.2","?
0.3","?
0.2",-,-,"?
0.3","?
0.2",,"?
0.2","?
0.3","?
0.3",-,,"?
0.5","?
1.2"
ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,,,,,,,,,,,,,,,,,,,,,,,,,
2355's Family,,2355,1,3,3,3,4,1,2,4,2,3,3,4,3,2,3,,3,3,3,2,,1,52
,,,2,4,3,4,5,4,5,5,4,4,4,5,3,4,1,,3,4,4,5,,4,75
,,,+/-,"?
1",-,"?
1","?
1","?
3","?
3","?
1","?
2","?
1","?
1","?
1",-,"?
2","?
2",,-,"?
1","?
1","?
3",,"?
3","?
23"
1598's Family,,1598,1,3,4,3,5,1,3,4,3,4,4,4,4,4,4,,4,4,4,3,,4,69
,,,2,4,4,3,4,4,4,4,3,4,4,4,4,3,4,,4,4,3,3,,3,70
,,,+/-,"?
1",-,-,"?
1","?
3","?
1",-,-,-,-,-,-,"?
1",-,,-,-,"?
1",-,,"?
1","?
1"
1746's Family,,1746,1,5,4,3,4,5,4,4,4,4,5,4,4,4,4,,4,4,4,4,,2,76
,,,2,5,4,5,4,4,4,4,5,4,4,4,4,4,4,,4,4,4,3,,3,77
,,,+/-,-,-,"?
2",-,"?
1",-,-,"?
1",-,"?
1",-,-,-,-,,-,-,-,"?
1",,"?
1","?
1"
2210's Family,,2210,1,5,4,3,4,4,4,4,4,5,4,5,4,4,4,,4,4,4,3,,3,76
,,,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,,4,4,5,4,,3,76
,,,+/-,-,-,-,-,-,-,-,"?
1",-,-,"?
1",-,-,-,,-,-,"?
1","?
1",,-,-
1746's Family,,1746,1,5,4,3,4,5,4,4,4,4,5,4,4,4,4,,4,4,4,4,,2,76
,,,2,5,4,5,4,4,4,4,5,4,4,4,4,4,4,,4,4,4,3,,3,77
,,,+/-,-,-,"?
2",-,"?
1",-,-,"?
1",-,"?
1",-,-,-,-,,-,-,-,"?
1",,"?
1","?
1"
Classroom Average - Preschool 1 Child Care,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,4,3.8,3,4.3,2.8,3.3,4,3.3,4,4,4.3,3.8,3.5,3.8,,3.8,3.8,3.8,3,,2.5,68.3
,,4,2,4.5,3.8,3.8,4.3,4,4.3,4.3,3.8,4.3,4,4.3,3.8,3.8,3.3,,3.8,4,4,3.8,,3.3,74.5
,,4,+/-,"?
0.5",-,"?
0.8",-,"?
1.3","?
1","?
0.3","?
0.5","?
0.3",-,-,-,"?
0.3","?
0.5",,-,"?
0.3","?
0.3","?
0.8",,"?
0.8","?
6.3"
ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,,,,,,,,,,,,,,,,,,,,,,,,,
1879's Family,,1879,1,4,4,3,4,3,4,4,3,3,4,3,4,1,3,,3,4,4,2,,1,61
,,,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,71
,,,+/-,"?
1",-,-,-,"?
1",-,-,-,"?
1",-,"?
1",-,"?
3","?
1",,"?
1",-,-,"?
1",,"?
2","?
10"
1879's Family,,1879,1,4,4,3,4,3,4,4,3,3,4,3,4,1,3,,3,4,4,2,,1,61
,,,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,71
,,,+/-,"?
1",-,-,-,"?
1",-,-,-,"?
1",-,"?
1",-,"?
3","?
1",,"?
1",-,-,"?
1",,"?
2","?
10"
2141's Family,,2141,1,4,3,3,4,4,4,5,3,3,3,4,4,4,3,,3,3,4,3,,3,67
,,,2,4,3,3,4,2,2,4,3,3,4,3,3,3,3,,3,2,3,4,,2,58
,,,+/-,-,-,-,-,"?
2","?
2","?
1",-,-,"?
1","?
1","?
1","?
1",-,,-,"?
1","?
1","?
1",,"?
1","?
9"
1990's Family,,1990,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,,3,2,3,3,,2,53
,,,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,,3,3,3,3,,2,55
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,-,-,-,-,,-,"?
1",-,-,,-,"?
2"
Classroom Average - Special Ed/Foundation,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,3,1,4,3.3,3,3,3,3.3,4.3,3.3,3,3,3.3,3.7,2.7,3,,3,3,3.7,2.7,,2,60.3
,,3,2,3.7,3.3,3,3,2.7,3,4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,3.3,3,3.3,3.3,,2.3,61.3
,,3,+/-,"?
0.3",-,-,-,"?
0.3","?
0.3","?
0.3",-,"?
0.3","?
0.3",-,"?
0.3","?
0.7","?
0.3",,"?
0.3",-,"?
0.3","?
0.7",,"?
0.3","?
1"
Site Average - Gouldville Early Education Servi,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,32,1,3.9,3.8,3.2,3.8,3.1,3.4,4.2,3.2,3.7,3.8,3.9,3.7,3.2,3.1,,3.5,3.5,3.7,3.1,,2.3,66
,,32,2,3.8,3.7,3.4,3.9,3.3,3.6,4.2,3.4,3.8,3.9,3.8,3.8,3.2,3.3,,3.7,3.7,3.7,3.3,,2.8,68.3
,,32,+/-,"?
0.1","?
0.1","?
0.2","?
0.1","?
0.2","?
0.3","?
0","?
0.3","?
0.1","?
0.1","?
0.1","?
0.1","?
0","?
0.2",,"?
0.3","?
0.2","?
0.1","?
0.2",,"?
0.4","?
2.3"
ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
2350's Family,,2350,1,5,5,3,5,2,4,5,2,5,5,4,4,3,1,,4,4,5,4,,3,73
,,,2,5,5,3,5,3,4,5,5,4,5,5,5,2,1,,5,5,5,4,,3,79
,,,+/-,-,-,-,-,"?
1",-,-,"?
3","?
1",-,"?
1","?
1","?
1",-,,"?
1","?
1",-,-,,-,"?
6"
2183's Family,,2183,1,4,4,3,3,2,3,3,3,5,3,5,5,3,3,,4,4,5,4,,4,70
,,,2,3,4,3,5,1,4,5,3,4,3,4,5,2,4,,5,5,5,4,,5,74
,,,+/-,"?
1",-,-,"?
2","?
1","?
1","?
2",-,"?
1",-,"?
1",-,"?
1","?
1",,"?
1","?
1",-,-,,"?
1","?
4"
2364's Family,,2364,1,5,2,5,5,5,5,5,5,4,5,5,4,5,3,,5,4,4,3,,3,82
,,,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,,5,5,5,4,,3,89
,,,+/-,-,"?
2",-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",,-,"?
1","?
1","?
1",,-,"?
7"
2318's Family,,2318,1,5,5,3,5,3,4,5,3,4,5,4,4,4,4,,4,4,5,5,,4,80
,,,2,5,5,3,5,4,5,5,3,5,5,4,3,5,4,,5,5,5,3,,4,83
,,,+/-,-,-,-,-,"?
1","?
1",-,-,"?
1",-,-,"?
1","?
1",-,,"?
1","?
1",-,"?
2",,-,"?
3"
Classroom Average - AM Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,4.8,4,3.5,4.5,3,4,4.5,3.3,4.5,4.5,4.5,4.3,3.8,2.8,,4.3,4,4.8,4,,3.5,76.3
,,4,2,4.5,4.5,3.5,5,3.3,4.5,5,4,4.5,4.5,4.5,4.3,3.5,3.3,,5,5,5,3.8,,3.8,81.3
,,4,+/-,"?
0.3","?
0.5",-,"?
0.5","?
0.3","?
0.5","?
0.5","?
0.8",-,-,-,-,"?
0.3","?
0.5",,"?
0.8","?
1","?
0.3","?
0.3",,"?
0.3","?
5"
ACAP Early Education Services - Houlton Early Education Services - EHS,,,,,,,,,,,,,,,,,,,,,,,,,
2183's Family,,2183,1,4,4,3,3,2,3,3,3,5,3,5,5,3,3,,4,4,5,4,,4,70
,,,2,3,4,3,5,1,4,5,3,4,3,4,5,2,4,,5,5,5,4,,5,74
,,,+/-,"?
1",-,-,"?
2","?
1","?
1","?
2",-,"?
1",-,"?
1",-,"?
1","?
1",,"?
1","?
1",-,-,,"?
1","?
4"
2242's Family,,2242,1,5,5,5,5,3,5,5,3,5,5,4,5,5,4,,5,5,5,5,,4,88
,,,2,5,5,5,5,3,4,5,3,5,5,5,5,4,5,,5,5,5,5,,5,89
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",-,"?
1","?
1",,-,-,-,-,,"?
1","?
1"
2318's Family,,2318,1,5,5,3,5,3,4,5,3,4,5,4,4,4,4,,4,4,5,5,,4,80
,,,2,5,5,3,5,4,5,5,3,5,5,4,3,5,4,,5,5,5,3,,4,83
,,,+/-,-,-,-,-,"?
1","?
1",-,-,"?
1",-,-,"?
1","?
1",-,,"?
1","?
1",-,"?
2",,-,"?
3"
Classroom Average - EHS,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,3,1,4.7,4.7,3.7,4.3,2.7,4,4.3,3,4.7,4.3,4.3,4.7,4,3.7,,4.3,4.3,5,4.7,,4,79.3
